,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
10,26,Data transformation (statistics),http://dbpedia.org/resource/Data_transformation_(statistics),http://en.wikipedia.org/wiki/Data_transformation_(statistics),"In statistics, data transformation is the application of a deterministic mathematical function to each point in a data set—that is, each data point zi is replaced with the transformed value yi = f(zi), where f is a function. Transforms are usually applied so that the data appear to more closely meet the assumptions of a statistical inference procedure that is to be applied, or to improve the interpretability or appearance of graphs. Nearly always, the function that is used to transform the data is invertible, and generally is continuous. The transformation is usually applied to a collection of comparable measurements. For example, if we are working with data on peoples' incomes in some currency unit, it would be common to transform each person's income value by the logarithm function.",7446337797626734528,related_concept,Dimensionality reduction,2024-06-23 21:17:09.728,[],"['Data', 'Generalized linear models', 'Fisher transformation']",set(),set(),0,0.7766990291262136,1.3656593170523605
11,28,Feature extraction,http://dbpedia.org/resource/Feature_extraction,http://en.wikipedia.org/wiki/Feature_extraction,"In machine learning, pattern recognition, and image processing, feature extraction starts from an initial set of measured data and builds derived values (features) intended to be informative and non-redundant, facilitating the subsequent learning and generalization steps, and in some cases leading to better human interpretations. Feature extraction is related to dimensionality reduction. When the input data to an algorithm is too large to be processed and it is suspected to be redundant (e.g. the same measurement in both feet and meters, or the repetitiveness of images presented as pixels), then it can be transformed into a reduced set of features (also named a feature vector). Determining a subset of the initial features is called feature selection. The selected features are expected to contain the relevant information from the input data, so that the desired task can be performed by using this reduced representation instead of the complete initial data.",6787355161359361537,related_concept,Dimensionality reduction,2024-06-23 21:17:09.728,['Feature extraction'],"['Classification', 'Feature selection', 'Machine learning']",set(),set(),0,1.242603550295858,1.3938442348018096
12,34,Random projection,http://dbpedia.org/resource/Random_projection,http://en.wikipedia.org/wiki/Random_projection,"In mathematics and statistics, random projection is a technique used to reduce the dimensionality of a set of points which lie in Euclidean space. Random projection methods are known for their power, simplicity, and low error rates when compared to other methods. According to experimental results, random projection preserves distances well, but empirical results are sparse. They have been applied to many natural language tasks under the name random indexing.",3884200958028964701,related_concept,Dimensionality reduction,2024-06-23 21:17:09.728,['Random projection'],"['Dimension', 'Dimensionality reduction', 'Random projection']",set(),set(),0,0.8292682926829268,1.3861062783656533
13,36,Multifactor dimensionality reduction,http://dbpedia.org/resource/Multifactor_dimensionality_reduction,http://en.wikipedia.org/wiki/Multifactor_dimensionality_reduction,"Multifactor dimensionality reduction (MDR) is a statistical approach, also used in machine learning automatic approaches, for detecting and characterizing combinations of attributes or independent variables that interact to influence a dependent or class variable. MDR was designed specifically to identify nonadditive interactions among discrete variables that influence a binary outcome and is considered a nonparametric and model-free alternative to traditional statistical methods such as logistic regression. The basis of the MDR method is a constructive induction or feature engineering algorithm that converts two or more variables or attributes to a single attribute. This process of constructing a new attribute changes the representation space of the data. The end goal is to create or discover a representation that facilitates the detection of nonlinear or nonadditive interactions among the attributes such that prediction of the class variable is improved over that of the original representation of the data.",3479555230011076775,related_concept,Dimensionality reduction,2024-06-23 21:17:09.728,['Multifactor dimensionality reduction'],"['Multifactor dimensionality reduction', 'Bayes classifier', 'Decision tree']",set(),set(),0,1.2115384615384615,1.3988092572397373
14,38,Diffusion map,http://dbpedia.org/resource/Diffusion_map,http://en.wikipedia.org/wiki/Diffusion_map,"Diffusion maps is a dimensionality reduction or feature extraction algorithm introduced by Coifman and Lafon which computes a family of embeddings of a data set into Euclidean space (often low-dimensional) whose coordinates can be computed from the eigenvectors and eigenvalues of a diffusion operator on the data. The Euclidean distance between points in the embedded space is equal to the ""diffusion distance"" between probability distributions centered at those points. Different from linear dimensionality reduction methods such as principal component analysis (PCA), diffusion maps is part of the family of nonlinear dimensionality reduction methods which focus on discovering the underlying manifold that the data has been sampled from. By integrating local similarities at different scales, diffusion maps give a global description of the data-set. Compared with other methods, the diffusion map algorithm is robust to noise perturbation and computationally inexpensive.",1710433260055931238,related_concept,Dimensionality reduction,2024-06-23 21:17:09.728,"['Diffusion map', 'Euclidean distance']","['Diffusion map', 'Euclidean distance', 'Laplacian matrix']",set(),set(),0,2.48,0.8419058228884485
15,45,BrownBoost,http://dbpedia.org/resource/BrownBoost,http://en.wikipedia.org/wiki/BrownBoost,"BrownBoost is a boosting algorithm that may be robust to noisy datasets. BrownBoost is an adaptive version of the algorithm. As is true for all boosting algorithms, BrownBoost is used in conjunction with other machine learning methods. BrownBoost was introduced by Yoav Freund in 2001.",5073433692347092788,related_concept,AdaBoost,2024-06-23 21:17:09.728,['BrownBoost'],"['BrownBoost', 'AdaBoost', ""Newton's method""]",set(),set(),0,4.0,4.743345309768311e-304
16,48,LPBoost,http://dbpedia.org/resource/LPBoost,http://en.wikipedia.org/wiki/LPBoost,"Linear Programming Boosting (LPBoost) is a supervised classifier from the boosting family of classifiers. LPBoost maximizes a margin between training samples of different classes and hence also belongs to the class of margin-maximizing supervised classification algorithms. Consider a classification function which classifies samples from a space into one of two classes, labelled 1 and -1, respectively. LPBoost is an algorithm to learn such a classification function given a set of training examples with known class labels. LPBoost is a machine learning technique and especially suited for applications of joint classification and feature selection in structured domains.",1142379263170350381,related_concept,AdaBoost,2024-06-23 21:17:09.728,['LPBoost'],"['LPBoost', 'Iterative', 'AdaBoost']",set(),set(),0,3.6666666666666665,4.826787849257205e-304
17,51,Loss functions for classification,http://dbpedia.org/resource/Loss_functions_for_classification,http://en.wikipedia.org/wiki/Loss_functions_for_classification,"In machine learning and mathematical optimization, loss functions for classification are computationally feasible loss functions representing the price paid for inaccuracy of predictions in classification problems (problems of identifying which category a particular observation belongs to). Given as the space of all possible inputs (usually ), and as the set of labels (possible outputs), a typical goal of classification algorithms is to find a function which best predicts a label for a given input . However, because of incomplete information, noise in the measurement, or probabilistic components in the underlying process, it is possible for the same to generate different . As a result, the goal of the learning problem is to minimize expected loss (also known as the risk), defined as where is a given loss function, and is the probability density function of the process that generated the data, which can equivalently be written as Within classification, several commonly used loss functions are written solely in terms of the product of the true label and the predicted label . Therefore, they can be defined as functions of only one variable , so that with a suitably chosen function . These are called margin-based loss functions. Choosing a margin-based loss function amounts to choosing . Selection of a loss function within this framework impacts the optimal which minimizes the expected risk. In the case of binary classification, it is possible to simplify the calculation of expected risk from the integral specified above. Specifically, The second equality follows from the properties described above. The third equality follows from the fact that 1 and −1 are the only possible values for , and the fourth because . The term within brackets is known as the conditional risk. One can solve for the minimizer of by taking the functional derivative of the last equality with respect to and setting the derivative equal to 0. This will result in the following equation which is also equivalent to setting the derivative of the conditional risk equal to zero. Given the binary nature of classification, a natural selection for a loss function (assuming equal cost for false positives and false negatives) would be the 0-1 loss function (0–1 indicator function), which takes the value of 0 if the predicted classification equals that of the true class or a 1 if the predicted classification does not match the true class. This selection is modeled by where indicates the Heaviside step function.However, this loss function is non-convex and non-smooth, and solving for the optimal solution is an NP-hard combinatorial optimization problem. As a result, it is better to substitute loss function surrogates which are tractable for commonly used learning algorithms, as they have convenient properties such as being convex and smooth. In addition to their computational tractability, one can show that the solutions to the learning problem using these loss surrogates allow for the recovery of the actual solution to the original classification problem. Some of these surrogates are described below. In practice, the probability distribution is unknown. Consequently, utilizing a training set of independently and identically distributed sample points drawn from the data sample space, one seeks to minimize empirical risk as a proxy for expected risk. (See statistical learning theory for a more detailed description.)",5451176408267040688,related_concept,AdaBoost,2024-06-23 21:17:09.728,[],"[""Bayes' theorem"", 'Kullback–Leibler divergence', 'AdaBoost']",set(),set(),0,0.8080808080808081,1.3856877315917426
18,53,CoBoosting,http://dbpedia.org/resource/CoBoosting,http://en.wikipedia.org/wiki/CoBoosting,"CoBoost is a semi-supervised training algorithm proposed by Collins and Singer in 1999. The original application for the algorithm was the task of Named Entity Classification using very weak learners. It can be used for performing semi-supervised learning in cases in which there exist redundancy in features. It may be seen as a combination of co-training and boosting. Each example is available in two views (subsections of the feature set), and boosting is applied iteratively in alternation with each view using predicted labels produced in the alternate view on the previous iteration. CoBoosting is not a valid boosting algorithm in the PAC learning sense.",5518329965023410091,related_concept,AdaBoost,2024-06-23 21:17:09.728,"['CoBoosting', 'Classification']","['Classification', 'CoBoosting', 'AdaBoost']",set(),set(),0,8.2,0.670769862867764
19,57,Decision stump,http://dbpedia.org/resource/Decision_stump,http://en.wikipedia.org/wiki/Decision_stump,"A decision stump is a machine learning model consisting of a one-level decision tree. That is, it is a decision tree with one internal node (the root) which is immediately connected to the terminal nodes (its leaves). A decision stump makes a prediction based on the value of just a single input feature. Sometimes they are also called 1-rules. Depending on the type of the input feature, several variations are possible. For nominal features, one may build a stump which contains a leaf for each possible feature value or a stump with the two leaves, one of which corresponds to some chosen category, and the other leaf to all the other categories. For binary features these two schemes are identical. A missing value may be treated as a yet another category. For continuous features, usually, some threshold feature value is selected, and the stump contains two leaves — for values below and above the threshold. However, rarely, multiple thresholds may be chosen and the stump therefore contains three or more leaves. Decision stumps are often used as components (called ""weak learners"" or ""base learners"") in machine learning ensemble techniques such as bagging and boosting. For example, a Viola–Jones face detection algorithm employs AdaBoost with decision stumps as weak learners. The term ""decision stump"" was coined in a 1992 ICML paper by Wayne Iba and Pat Langley.",5281654181857615600,related_concept,AdaBoost,2024-06-23 21:17:09.728,"['Decision stump', 'AdaBoost']","['Decision stump', 'AdaBoost']",set(),set(),0,3.235294117647059,1.2549044635256292
20,59,Numerical instability,http://dbpedia.org/resource/Numerical_instability,http://en.wikipedia.org/wiki/Numerical_instability,,2280579012603423332,related_concept,AdaBoost,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.09009009009009009,0.29078121941256097
21,67,Nonlinear regression,http://dbpedia.org/resource/Nonlinear_regression,http://en.wikipedia.org/wiki/Nonlinear_regression,"In statistics, nonlinear regression is a form of regression analysis in which observational data are modeled by a function which is a nonlinear combination of the model parameters and depends on one or more independent variables. The data are fitted by a method of successive approximations.",4555765725814206431,related_concept,Statistics,2024-06-23 21:17:09.728,[],"['Systematic error', 'Linearization']",set(),set(),0,1.71990171990172,0.9741371931951536
22,71,History of statistics,http://dbpedia.org/resource/History_of_statistics,http://en.wikipedia.org/wiki/History_of_statistics,"Statistics, in the modern sense of the word, began evolving in the 18th century in response to the novel needs of industrializing sovereign states. In early times, the meaning was restricted to information about states, particularly demographics such as population. This was later extended to include all collections of information of all types, and later still it was extended to include the analysis and interpretation of such data. In modern terms, ""statistics"" means both sets of collected information, as in national accounts and temperature record, and analytical work which requires statistical inference. Statistical activities are often associated with models expressed using probabilities, hence the connection with probability theory. The large requirements of data processing have made statistics a key application of computing. A number of statistical concepts have an important impact on a wide range of sciences. These include the design of experiments and approaches to statistical inference such as Bayesian inference, each of which can be considered to have their own sequence in the development of the ideas underlying modern statistics.",2721593523366773273,related_concept,Statistics,2024-06-23 21:17:09.728,"['Bayesian inference', 'Statistics']","['Statistics', 'Bayesian inference', 'Probability', 'Boot', 'P-value', ""Pearson's chi-squared test"", 'The Genetical Theory of Natural Selection', 'Statistical Methods for Research Workers', 'The Design of Experiments', 'Fisher information', ""Student's t-distribution"", 'Pearson correlation coefficient', 'Inference', ""Bayes' theorem"", 'Bayesianism', 'Mathematics']",set(),set(),0,0.3206751054852321,1.3571005111744148
23,75,Mathematical statistics,http://dbpedia.org/resource/Mathematical_statistics,http://en.wikipedia.org/wiki/Mathematical_statistics,"Mathematical statistics is the application of probability theory, a branch of mathematics, to statistics, as opposed to techniques for collecting statistical data. Specific mathematical techniques which are used for this include mathematical analysis, linear algebra, stochastic analysis, differential equations, and measure theory.",6729812652307379439,related_concept,Statistics,2024-06-23 21:17:09.728,['Mathematical statistics'],"['Mathematical statistics', 'Data', 'Data analysis', 'Statistical inference', 'Nonparametric regression', 'Nonparametric statistics', 'Neyman–Pearson lemma', 'Likelihood-ratio test']",set(),set(),0,1.5605749486652978,1.3720132128112152
24,78,Glossary of probability and statistics,http://dbpedia.org/resource/Glossary_of_probability_and_statistics,http://en.wikipedia.org/wiki/Glossary_of_probability_and_statistics,"This glossary of statistics and probability is a list of definitions of terms and concepts used in the mathematical sciences of statistics and probability, their sub-disciplines, and related fields. For additional related terms, see Glossary of mathematics and Glossary of experimental design.",8759969240081616013,related_concept,Statistics,2024-06-23 21:17:09.728,[],[],set(),set(),0,0.3747534516765286,1.2827417720550123
25,85,Abstract data type,http://dbpedia.org/resource/Abstract_data_type,http://en.wikipedia.org/wiki/Abstract_data_type,"In computer science, an abstract data type (ADT) is a mathematical model for data types. An abstract data type is defined by its behavior (semantics) from the point of view of a user, of the data, specifically in terms of possible values, possible operations on data of this type, and the behavior of these operations. This mathematical model contrasts with data structures, which are concrete representations of data, and are the point of view of an implementer, not a user. Formally, an ADT may be defined as a ""class of objects whose logical behavior is defined by a set of values and a set of operations""; this is analogous to an algebraic structure in mathematics. What is meant by ""behaviour"" varies by author, with the two main types of formal specifications for behavior being axiomatic (algebraic) specification and an abstract model; these correspond to axiomatic semantics and operational semantics of an abstract machine, respectively. Some authors also include the computational complexity (""cost""), both in terms of time (for computing operations) and space (for representing values). In practice, many common data types are not ADTs, as the abstraction is not perfect, and users must be aware of issues like arithmetic overflow that are due to the representation. For example, integers are often stored as fixed-width values (32-bit or 64-bit binary numbers), and thus experience integer overflow if the maximum value is exceeded. ADTs are a theoretical concept, in computer science, used in the design and analysis of algorithms, data structures, and software systems, and do not correspond to specific features of computer languages—mainstream computer languages do not directly support formally specified ADTs. However, various language features correspond to certain aspects of ADTs, and are easily confused with ADTs proper; these include abstract types, opaque data types, protocols, and design by contract. ADTs were first proposed by Barbara Liskov and Stephen N. Zilles in 1974, as part of the development of the CLU language.",8806866366427754406,related_concept,Data type,2024-06-23 21:17:09.728,[],"['Algebraic specification', 'Abstract data type']",set(),set(),0,1.7725321888412018,4.073507240976776e-304
26,86,Type constructor,http://dbpedia.org/resource/Type_constructor,http://en.wikipedia.org/wiki/Type_constructor,"In the area of mathematical logic and computer science known as type theory, a type constructor is a feature of a typed formal language that builds new types from old ones. Basic types are considered to be built using nullary type constructors. Some type constructors take another type as an argument, e.g., the constructors for product types, function types, power types and list types. New types can be defined by recursively composing type constructors. For example, simply typed lambda calculus can be seen as a language with a single non-basic type constructor—the function type constructor. Product types can generally be considered ""built-in"" in typed lambda calculi via currying. Abstractly, a type constructor is an n-ary type operator taking as argument zero or more types, and returning another type. Making use of currying, n-ary type operators can be (re)written as a sequence of applications of unary type operators. Therefore, we can view the type operators as a simply typed lambda calculus, which has only one basic type, usually denoted , and pronounced ""type"", which is the type of all types in the underlying language, which are now called proper types in order to distinguish them from the types of the type operators in their own calculus, which are called kinds. Type operators may bind type variables. For example, giving the structure of the simply-typed λ-calculus at the type level requires binding, or higher-order, type operators. These binding type operators correspond to the 2nd axis of the λ-cube, and type theories such as the simply-typed λ-calculus with type operators, λω. Combining type operators with the polymorphic λ-calculus (System F) yields System Fω.",8212473286971933236,related_concept,Data type,2024-06-23 21:17:09.728,[],[],set(),set(),0,1.2718446601941749,4.023118108950873e-304
27,87,Set (abstract data type),http://dbpedia.org/resource/Set_(abstract_data_type),http://en.wikipedia.org/wiki/Set_(abstract_data_type),"In computer science, a set is an abstract data type that can store unique values, without any particular order. It is a computer implementation of the mathematical concept of a finite set. Unlike most other collection types, rather than retrieving a specific element from a set, one typically tests a value for membership in a set. Some set data structures are designed for static or frozen sets that do not change after they are constructed. Static sets allow only query operations on their elements — such as checking whether a given value is in the set, or enumerating the values in some arbitrary order. Other variants, called dynamic or mutable sets, allow also the insertion and deletion of elements from the set. A multiset is a special kind of set in which an element can appear multiple times in the set.",621640098167630409,related_concept,Data type,2024-06-23 21:17:09.728,[],['SQL'],set(),set(),0,1.5115207373271888,1.3767976628402203
28,88,Enumerated type,http://dbpedia.org/resource/Enumerated_type,http://en.wikipedia.org/wiki/Enumerated_type,"In computer programming, an enumerated type (also called enumeration, enum, or factor in the R programming language, and a categorical variable in statistics) is a data type consisting of a set of named values called elements, members, enumeral, or enumerators of the type. The enumerator names are usually identifiers that behave as constants in the language. An enumerated type can be seen as a degenerate tagged union of unit type. A variable that has been declared as having an enumerated type can be assigned any of the enumerators as a value. In other words, an enumerated type has values that are different from each other, and that can be compared and assigned, but are not specified by the programmer as having any particular concrete representation in the computer's memory; compilers and interpreters can represent them arbitrarily. For example, the four suits in a deck of playing cards may be four enumerators named Club, Diamond, Heart, and Spade, belonging to an enumerated type named suit. If a variable V is declared having suit as its data type, one can assign any of those four values to it. Although the enumerators are usually distinct, some languages may allow the same enumerator to be listed twice in the type's declaration. The names of enumerators need not be semantically complete or compatible in any sense. For example, an enumerated type called color may be defined to consist of the enumerators Red, Green, Zebra, Missing, and Bacon. In some languages, the declaration of an enumerated type also intentionally defines an ordering of its members; in others, the enumerators are unordered; in others still, an implicit ordering arises from the compiler concretely representing enumerators as integers. Some enumerator types may be built into the language. The Boolean type, for example is often a pre-defined enumeration of the values False and True. Many languages allow users to define new enumerated types. Values and variables of an enumerated type are usually implemented with some integer type as the underlying representation. Some languages, especially system programming languages, allow the user to specify the bit combination to be used for each enumerator, which can be useful to efficiently represent sets of enumerators as fixed-length bit strings. In type theory, enumerated types are often regarded as tagged unions of unit types. Since such types are of the form , they may also be written as natural numbers.",4324545345911582817,related_concept,Data type,2024-06-23 21:17:09.728,[],"['Enumerated type', 'SQL']",set(),set(),0,1.6524390243902438,4.0479177149519345e-304
29,89,Variable (computer science),http://dbpedia.org/resource/Variable_(computer_science),http://en.wikipedia.org/wiki/Variable_(computer_science),"In computer programming, a variable is an abstract storage location paired with an associated symbolic name, which contains some known or unknown quantity of information referred to as a value; or in simpler terms, a variable is a named container for a particular set of bits or type of data (like integer, float, string etc...). A variable can eventually be associated with or identified by a memory address. The variable name is the usual way to reference the stored value, in addition to referring to the variable itself, depending on the context. This separation of name and content allows the name to be used independently of the exact information it represents. The identifier in computer source code can be bound to a value during run time, and the value of the variable may thus change during the course of program execution. Variables in programming may not directly correspond to the concept of variables in mathematics. The latter is abstract, having no reference to a physical object such as storage location. The value of a computing variable is not necessarily part of an equation or formula as in mathematics. Variables in computer programming are frequently given long names to make them relatively descriptive of their use, whereas variables in mathematics often have terse, one- or two-character names for brevity in transcription and manipulation. A variable's storage location may be referenced by several different identifiers, a situation known as aliasing. Assigning a value to the variable using one of the identifiers will change the value that can be accessed through the other identifiers. Compilers have to replace variables' symbolic names with the actual locations of the data. While a variable's name, type, and location often remain fixed, the data stored in the location may be changed during program execution.",3288807209449611244,related_concept,Data type,2024-06-23 21:17:09.728,['Compiler'],['Compiler'],set(),set(),0,2.1373626373626373,4.083055283473802e-304
30,91,Algebraic specification,http://dbpedia.org/resource/Algebraic_specification,http://en.wikipedia.org/wiki/Algebraic_specification,Algebraic specification is a software engineering technique for formally specifying system behavior. It was a very active subject of computer science research around 1980.,803121979920687694,related_concept,Data type,2024-06-23 21:17:09.728,['Algebraic specification'],['Algebraic specification'],set(),set(),0,0.92,0.9275364072670641
31,92,Kind (type theory),http://dbpedia.org/resource/Kind_(type_theory),http://en.wikipedia.org/wiki/Kind_(type_theory),"In the area of mathematical logic and computer science known as type theory, a kind is the type of a type constructor or, less commonly, the type of a higher-order type operator. A kind system is essentially a simply typed lambda calculus ""one level up"", endowed with a primitive type, denoted and called ""type"", which is the kind of any data type which does not need any type parameters. A kind is sometimes confusingly described as the ""type of a (data) type"", but it is actually more of an arity specifier. Syntactically, it is natural to consider polymorphic types to be type constructors, thus non-polymorphic types to be nullary type constructors. But all nullary constructors, thus all monomorphic types, have the same, simplest kind; namely . Since higher-order type operators are uncommon in programming languages, in most programming practice, kinds are used to distinguish between data types and the types of constructors which are used to implement parametric polymorphism. Kinds appear, either explicitly or implicitly, in languages whose type systems account for parametric polymorphism in a programatically accessible way, such as C++, Haskell and Scala.",2821129628020558155,related_concept,Data type,2024-06-23 21:17:09.728,[],[],set(),set(),0,1.1559633027522935,4.0663902806843044e-304
